"Id";"ActivityDate";"TotalSteps";"TotalDistance";"TrackerDistance";"LoggedActivitiesDistance";"VeryActiveDistance";"ModeratelyActiveDistance";"LightActiveDistance";"SedentaryActiveDistance";"VeryActiveMinutes";"FairlyActiveMinutes";"LightlyActiveMinutes";"SedentaryMinutes";"Calories"
1503960366;"2016-05-07";11992;7.7;7.7;0.0;2.5;2.1;3.1;0.0;37;46;175;833;1821
1503960366;"2016-05-08";10060;6.6;6.6;0.0;3.5;0.3;2.7;0.0;44;8;203;574;1740
1503960366;"2016-05-09";12022;7.7;7.7;0.0;3.5;0.5;3.7;0.0;46;11;206;835;1819
1503960366;"2016-05-10";12207;7.8;7.8;0.0;3.3;1.2;3.3;0.0;46;31;214;746;1859
1503960366;"2016-05-11";12770;8.1;8.1;0.0;2.6;1.0;4.6;0.0;36;23;251;669;1783
1503960366;"2016-05-12";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;0
1624580081;"2016-04-12";8163;5.3;5.3;0.0;0.0;0.0;5.3;0.0;0;0;146;1294;1432
1624580081;"2016-04-13";7007;4.6;4.6;0.0;0.0;0.0;4.6;0.0;0;0;148;1292;1411
1624580081;"2016-04-14";9107;5.9;5.9;0.0;0.0;0.0;5.9;0.0;0;0;236;1204;1572
1624580081;"2016-04-15";1510;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0;0;96;1344;1344
1624580081;"2016-04-16";5370;3.5;3.5;0.0;0.0;0.0;3.5;0.0;0;0;176;1264;1463
1624580081;"2016-04-17";6175;4.1;4.1;0.0;1.0;1.5;1.5;0.0;15;22;127;1276;1554
1624580081;"2016-04-18";10536;7.4;7.4;0.0;2.2;0.6;4.6;0.0;17;7;202;1214;1604
1624580081;"2016-04-19";2916;1.9;1.9;0.0;0.0;0.0;1.9;0.0;0;0;141;1299;1435
1624580081;"2016-04-20";4974;3.2;3.2;0.0;0.0;0.0;3.2;0.0;0;0;151;1289;1446
1624580081;"2016-04-21";6349;4.1;4.1;0.0;0.0;0.0;4.1;0.0;0;0;186;1254;1467
1624580081;"2016-04-22";4026;2.6;2.6;0.0;0.0;0.0;2.6;0.0;0;0;199;1241;1470
1624580081;"2016-04-23";8538;5.6;5.6;0.0;0.0;0.0;5.5;0.0;0;0;227;1213;1562
1624580081;"2016-04-24";6076;4.0;4.0;0.0;1.1;0.9;1.9;0.0;16;18;185;1221;1617
1624580081;"2016-04-25";6497;4.2;4.2;0.0;0.0;0.0;4.2;0.0;0;0;202;1238;1492
1624580081;"2016-04-26";2826;1.8;1.8;0.0;0.0;0.0;1.8;0.0;0;0;140;1300;1402
1624580081;"2016-04-27";8367;5.4;5.4;0.0;1.1;1.9;2.5;0.0;17;36;154;1233;1670
1624580081;"2016-04-28";2759;1.8;1.8;0.0;0.0;0.2;1.6;0.0;0;5;115;1320;1401
1624580081;"2016-04-29";2390;1.5;1.5;0.0;0.0;0.0;1.5;0.0;0;0;150;1290;1404
1624580081;"2016-04-30";6474;4.3;4.3;0.0;0.9;1.3;2.1;0.0;11;23;224;1182;1655
1624580081;"2016-05-01";36019;28.0;28.0;0.0;21.9;4.2;1.9;0.0;186;63;171;1020;2690
1624580081;"2016-05-02";7155;4.9;4.9;0.0;0.9;0.6;3.5;0.0;7;6;166;1261;1497
1624580081;"2016-05-03";2100;1.4;1.4;0.0;0.0;0.0;1.3;0.0;0;0;96;1344;1334
1624580081;"2016-05-04";2193;1.4;1.4;0.0;0.0;0.0;1.4;0.0;0;0;118;1322;1368
1624580081;"2016-05-05";2470;1.6;1.6;0.0;0.0;0.0;1.6;0.0;0;0;117;1323;1370
1624580081;"2016-05-06";1727;1.1;1.1;0.0;0.0;0.0;1.1;0.0;0;0;102;1338;1341
1624580081;"2016-05-07";2104;1.4;1.4;0.0;0.0;0.0;1.4;0.0;0;0;182;1258;1474
1624580081;"2016-05-08";3427;2.2;2.2;0.0;0.0;0.0;2.2;0.0;0;0;152;1288;1427
1624580081;"2016-05-09";1732;1.1;1.1;0.0;0.0;0.0;1.1;0.0;0;0;91;1349;1328
1624580081;"2016-05-10";2969;1.9;1.9;0.0;0.0;0.0;1.9;0.0;0;0;139;1301;1393
1624580081;"2016-05-11";3134;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0;0;112;1328;1359
1624580081;"2016-05-12";2971;1.9;1.9;0.0;0.0;0.0;1.9;0.0;0;0;107;890;1002
1644430081;"2016-04-12";10694;7.8;7.8;0.0;0.1;2.3;5.3;0.0;2;51;256;1131;3199
1644430081;"2016-04-13";8001;5.8;5.8;0.0;2.3;0.9;2.6;0.0;30;16;135;1259;2902
1644430081;"2016-04-14";11037;8.0;8.0;0.0;0.4;2.6;5.1;0.0;5;58;252;1125;3226
1644430081;"2016-04-15";5263;3.8;3.8;0.0;0.2;0.2;3.5;0.0;3;4;170;1263;2750
1644430081;"2016-04-16";15300;11.1;11.1;0.0;4.1;1.9;5.1;0.0;51;42;212;1135;3493
1644430081;"2016-04-17";8757;6.4;6.4;0.0;2.3;0.6;3.5;0.0;29;13;186;1212;3011
1644430081;"2016-04-18";7132;5.2;5.2;0.0;1.1;1.7;2.5;0.0;15;33;121;1271;2806
1644430081;"2016-04-19";11256;8.2;8.2;0.0;0.4;2.5;5.3;0.0;5;58;278;1099;3300
1644430081;"2016-04-20";2436;1.8;1.8;0.0;0.0;0.0;1.8;0.0;0;0;125;1315;2430
1644430081;"2016-04-21";1223;0.9;0.9;0.0;0.0;0.0;0.9;0.0;0;0;38;1402;2140
1644430081;"2016-04-22";3673;2.7;2.7;0.0;0.0;0.0;2.7;0.0;0;0;86;1354;2344
1644430081;"2016-04-23";6637;4.8;4.8;0.0;0.0;0.6;4.3;0.0;0;15;160;1265;2677
1644430081;"2016-04-24";3321;2.4;2.4;0.0;0.0;0.0;2.4;0.0;0;0;89;1351;2413
1644430081;"2016-04-25";3580;2.6;2.6;0.0;0.6;0.1;2.0;0.0;8;1;94;1337;2497
1644430081;"2016-04-26";9919;7.2;7.2;0.0;0.8;1.7;4.7;0.0;11;41;223;1165;3123
1644430081;"2016-04-27";3032;2.2;2.2;0.0;0.0;0.0;2.2;0.0;0;0;118;1322;2489
1644430081;"2016-04-28";9405;6.8;6.8;0.0;0.2;2.3;4.3;0.0;3;53;227;1157;3108
1644430081;"2016-04-29";3176;2.3;2.3;0.0;0.0;0.0;2.3;0.0;0;0;120;1193;2498
1644430081;"2016-04-30";18213;13.2;13.2;0.0;0.6;3.1;9.5;0.0;9;71;402;816;3846
1644430081;"2016-05-01";6132;4.5;4.5;0.0;0.2;1.0;3.2;0.0;3;24;146;908;2696
1644430081;"2016-05-02";3758;2.7;2.7;0.0;0.1;0.3;2.3;0.0;1;7;148;682;2580
1644430081;"2016-05-03";12850;9.3;9.3;0.0;0.7;4.1;4.5;0.0;10;94;221;1115;3324
1644430081;"2016-05-04";2309;1.7;1.7;0.0;0.0;0.0;1.7;0.0;0;0;52;1388;2222
1644430081;"2016-05-05";4363;3.2;3.2;0.0;0.5;0.5;2.1;0.0;6;12;81;1341;2463
1644430081;"2016-05-06";9787;7.1;7.1;0.0;0.8;0.3;6.0;0.0;11;6;369;1054;3328
1644430081;"2016-05-07";13372;9.7;9.7;0.0;3.3;0.8;5.7;0.0;41;17;243;1139;3404
1644430081;"2016-05-08";6724;4.9;4.9;0.0;0.0;0.0;4.9;0.0;0;0;295;991;2987
1644430081;"2016-05-09";6643;4.8;4.8;0.0;2.4;0.3;2.1;0.0;32;6;303;1099;3008
1644430081;"2016-05-10";9167;6.7;6.7;0.0;0.9;0.8;5.0;0.0;12;19;155;1254;2799
1644430081;"2016-05-11";1329;1.0;1.0;0.0;0.0;0.0;0.9;0.0;0;0;49;713;1276
1844505072;"2016-04-12";6697;4.4;4.4;0.0;0.0;0.0;4.4;0.0;0;0;339;1101;2030
1844505072;"2016-04-13";4929;3.3;3.3;0.0;0.0;0.0;3.3;0.0;0;0;248;1192;1860
1844505072;"2016-04-14";7937;5.3;5.3;0.0;0.0;0.0;5.2;0.0;0;0;373;843;2130
1844505072;"2016-04-15";3844;2.5;2.5;0.0;0.0;0.0;2.5;0.0;0;0;176;527;1725
1844505072;"2016-04-16";3414;2.3;2.3;0.0;0.0;0.0;2.3;0.0;0;0;147;1293;1657
1844505072;"2016-04-17";4525;3.0;3.0;0.0;0.1;0.3;2.6;0.0;2;8;199;1231;1793
1844505072;"2016-04-18";4597;3.0;3.0;0.0;0.0;0.5;2.6;0.0;0;12;217;1211;1814
1844505072;"2016-04-19";197;0.1;0.1;0.0;0.0;0.0;0.1;0.0;0;0;10;1430;1366
1844505072;"2016-04-20";8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;1439;1349
1844505072;"2016-04-21";8054;5.3;5.3;0.0;0.1;0.5;4.7;0.0;2;13;308;1117;2062
1844505072;"2016-04-22";5372;3.5;3.5;0.0;0.0;0.0;3.5;0.0;0;0;220;1220;1827
1844505072;"2016-04-23";3570;2.4;2.4;0.0;0.0;0.0;2.4;0.0;0;0;139;1301;1645
1844505072;"2016-04-24";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072;"2016-04-25";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072;"2016-04-26";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072;"2016-04-27";4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;1439;1348
1844505072;"2016-04-28";6907;4.6;4.6;0.0;0.0;0.0;4.6;0.0;0;0;302;1138;1992
1844505072;"2016-04-29";4920;3.3;3.3;0.0;0.0;0.0;3.3;0.0;0;0;247;1082;1856
1844505072;"2016-04-30";4014;2.7;2.7;0.0;0.0;0.0;2.7;0.0;0;0;184;218;1763
1844505072;"2016-05-01";2573;1.7;1.7;0.0;0.0;0.3;1.5;0.0;0;7;75;585;1541
1844505072;"2016-05-02";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;1348
1844505072;"2016-05-03";4059;2.7;2.7;0.0;0.0;0.0;2.7;0.0;0;0;184;1256;1742
1844505072;"2016-05-04";2080;1.4;1.4;0.0;0.0;0.0;1.4;0.0;0;0;87;1353;1549
1844505072;"2016-05-05";2237;1.5;1.5;0.0;0.0;0.0;1.5;0.0;0;0;120;1320;1589
1844505072;"2016-05-06";44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;2;1438;1351
1844505072;"2016-05-07";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072;"2016-05-08";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072;"2016-05-09";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072;"2016-05-10";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072;"2016-05-11";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072;"2016-05-12";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;711;665
1927972279;"2016-04-12";678;0.5;0.5;0.0;0.0;0.0;0.5;0.0;0;0;55;734;2220
1927972279;"2016-04-13";356;0.3;0.3;0.0;0.0;0.0;0.3;0.0;0;0;32;986;2151
1927972279;"2016-04-14";2163;1.5;1.5;0.0;0.0;0.4;1.1;0.0;0;9;88;1292;2383
1927972279;"2016-04-15";980;0.7;0.7;0.0;0.0;0.0;0.7;0.0;0;0;51;941;2221
1927972279;"2016-04-16";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;2064
1927972279;"2016-04-17";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279;"2016-04-18";244;0.2;0.2;0.0;0.0;0.0;0.2;0.0;0;0;17;1423;2111
1927972279;"2016-04-19";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279;"2016-04-20";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279;"2016-04-21";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;2064
1927972279;"2016-04-22";149;0.1;0.1;0.0;0.0;0.0;0.1;0.0;0;0;10;1430;2093
1927972279;"2016-04-23";2945;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0;0;145;1295;2499
1927972279;"2016-04-24";2090;1.5;1.5;0.0;0.1;0.2;1.1;0.0;1;6;75;1358;2324
1927972279;"2016-04-25";152;0.1;0.1;0.0;0.0;0.0;0.1;0.0;0;0;12;1303;2100
1927972279;"2016-04-26";3761;2.6;2.6;0.0;0.0;0.0;2.6;0.0;0;0;192;1058;2638
1927972279;"2016-04-27";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279;"2016-04-28";1675;1.2;1.2;0.0;0.0;0.0;1.2;0.0;0;0;95;1167;2351
1927972279;"2016-04-29";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279;"2016-04-30";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;2064
1927972279;"2016-05-01";2704;1.9;1.9;0.0;1.0;0.0;0.8;0.0;14;1;70;1355;2411
1927972279;"2016-05-02";3790;2.6;2.6;0.0;1.2;0.3;1.2;0.0;16;8;94;1322;2505
1927972279;"2016-05-03";1326;0.9;0.9;0.0;0.7;0.0;0.2;0.0;10;0;17;1413;2195
1927972279;"2016-05-04";1786;1.2;1.2;0.0;0.0;0.0;1.2;0.0;0;0;87;1353;2338
1927972279;"2016-05-05";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279;"2016-05-06";2091;1.5;1.5;0.0;0.0;0.0;1.5;0.0;0;0;108;1332;2383
1927972279;"2016-05-07";1510;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0;0;48;1392;2229
1927972279;"2016-05-08";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279;"2016-05-09";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279;"2016-05-10";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279;"2016-05-11";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279;"2016-05-12";0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;966;1383
2022484408;"2016-04-12";11875;8.3;8.3;0.0;3.3;0.8;4.3;0.0;42;14;227;1157;2390
2022484408;"2016-04-13";12024;8.5;8.5;0.0;3.0;0.1;5.4;0.0;43;5;292;1100;2601
2022484408;"2016-04-14";10690;7.5;7.5;0.0;2.5;0.2;4.8;0.0;32;3;257;1148;2312
2022484408;"2016-04-15";11034;8.0;8.0;0.0;1.9;0.3;5.8;0.0;27;9;282;1122;2525
2022484408;"2016-04-16";10100;7.1;7.1;0.0;3.2;0.6;3.4;0.0;41;11;151;1237;2177
2022484408;"2016-04-17";15112;11.4;11.4;0.0;3.9;0.7;6.9;0.0;28;29;331;1052;2782
2022484408;"2016-04-18";14131;10.1;10.1;0.0;3.6;0.1;6.3;0.0;48;3;311;1078;2770
2022484408;"2016-04-19";11548;8.5;8.5;0.0;3.3;0.2;5.0;0.0;31;7;250;1152;2489
2022484408;"2016-04-20";15112;10.7;10.7;0.0;3.3;1.9;5.4;0.0;48;63;276;1053;2897
2022484408;"2016-04-21";12453;8.7;8.7;0.0;3.3;1.1;4.3;0.0;104;53;255;1028;3158
2022484408;"2016-04-22";12954;9.3;9.3;0.0;4.4;0.4;4.5;0.0;52;10;273;1105;2638
2022484408;"2016-04-23";6001;4.2;4.2;0.0;0.0;0.0;4.2;0.0;0;0;249;1191;2069
2022484408;"2016-04-24";13481;10.3;10.3;0.0;4.6;1.1;4.6;0.0;37;26;216;1161;2529
2022484408;"2016-04-25";11369;8.0;8.0;0.0;3.3;0.2;4.5;0.0;44;8;217;1171;2470
2022484408;"2016-04-26";10119;7.2;7.2;0.0;1.4;0.7;5.1;0.0;55;24;275;1086;2793
2022484408;"2016-04-27";10159;7.1;7.1;0.0;1.0;1.0;5.1;0.0;19;20;282;1119;2463
2022484408;"2016-04-28";10140;7.1;7.1;0.0;0.4;1.3;5.4;0.0;6;20;291;1123;2296
2022484408;"2016-04-29";10245;7.2;7.2;0.0;0.5;1.2;5.5;0.0;21;40;281;1098;2611
2022484408;"2016-04-30";18387;12.9;12.9;0.0;0.9;1.4;10.6;0.0;13;23;361;1043;2732
2022484408;"2016-05-01";10538;7.4;7.4;0.0;1.9;1.0;4.5;0.0;25;28;245;1142;2380
2022484408;"2016-05-02";10379;7.3;7.3;0.0;2.6;0.3;4.3;0.0;36;8;277;1119;2473
2022484408;"2016-05-03";12183;8.7;8.7;0.0;4.0;0.5;4.3;0.0;72;14;250;1104;2752
2022484408;"2016-05-04";11768;8.3;8.3;0.0;2.5;0.9;4.8;0.0;36;27;272;1105;2649
2022484408;"2016-05-05";11895;8.4;8.4;0.0;2.8;0.9;4.7;0.0;55;20;253;1112;2609
2022484408;"2016-05-06";10227;7.2;7.2;0.0;1.9;0.7;4.6;0.0;24;17;295;1104;2498
2022484408;"2016-05-07";6708;4.7;4.7;0.0;1.6;0.1;3.0;0.0;20;2;149;1269;1995
2022484408;"2016-05-08";3292;2.3;2.3;0.0;0.0;0.0;2.3;0.0;0;0;135;1305;1848
2022484408;"2016-05-09";13379;9.4;9.4;0.0;2.1;1.6;5.6;0.0;35;47;297;1061;2709
2022484408;"2016-05-10";12798;9.0;9.0;0.0;2.2;1.2;5.6;0.0;57;28;271;1084;2797
2022484408;"2016-05-11";13272;9.3;9.3;0.0;4.2;1.1;4.0;0.0;58;25;224;1133;2544
2022484408;"2016-05-12";9117;6.4;6.4;0.0;1.3;0.7;4.4;0.0;16;16;236;728;1853
2026352035;"2016-04-12";4414;2.7;2.7;0.0;0.2;0.3;2.2;0.0;3;8;181;706;1459
2026352035;"2016-04-13";4993;3.1;3.1;0.0;0.0;0.0;3.1;0.0;0;0;238;663;1521
2026352035;"2016-04-14";3335;2.1;2.1;0.0;0.0;0.0;2.0;0.0;0;0;197;653;1431
2026352035;"2016-04-15";3821;2.4;2.4;0.0;0.0;0.0;2.4;0.0;0;0;188;687;1444
2026352035;"2016-04-16";2547;1.6;1.6;0.0;0.0;0.0;1.6;0.0;0;0;150;728;1373
2026352035;"2016-04-17";838;0.5;0.5;0.0;0.0;0.0;0.5;0.0;0;0;60;1053;1214
2026352035;"2016-04-18";3325;2.1;2.1;0.0;0.0;0.0;2.1;0.0;0;0;182;1062;1419
2026352035;"2016-04-19";2424;1.5;1.5;0.0;0.0;0.0;1.5;0.0;0;0;141;785;1356
2026352035;"2016-04-20";7222;4.5;4.5;0.0;0.0;0.0;4.5;0.0;0;0;327;623;1667
2026352035;"2016-04-21";2467;1.5;1.5;0.0;0.0;0.0;1.5;0.0;0;0;153;749;1370
2026352035;"2016-04-22";2915;1.8;1.8;0.0;0.0;0.0;1.8;0.0;0;0;162;712;1399
2026352035;"2016-04-23";12357;7.7;7.7;0.0;0.0;0.0;7.7;0.0;0;0;432;458;1916
2026352035;"2016-04-24";3490;2.2;2.2;0.0;0.0;0.0;2.2;0.0;0;0;164;704;1401
2026352035;"2016-04-25";6017;3.7;3.7;0.0;0.0;0.0;3.7;0.0;0;0;260;821;1576
2026352035;"2016-04-26";5933;3.7;3.7;0.0;0.0;0.0;3.7;0.0;0;0;288;1018;1595
2026352035;"2016-04-27";6088;3.8;3.8;0.0;0.0;0.0;3.8;0.0;0;0;286;586;1593
2026352035;"2016-04-28";6375;4.0;4.0;0.0;0.0;0.0;4.0;0.0;0;0;331;626;1649
2026352035;"2016-04-29";7604;4.7;4.7;0.0;0.0;0.0;4.7;0.0;0;0;352;492;1692
2026352035;"2016-04-30";4729;2.9;2.9;0.0;0.0;0.0;2.9;0.0;0;0;233;594;1506
2026352035;"2016-05-01";3609;2.3;2.3;0.0;0.0;0.0;2.3;0.0;0;0;191;716;1447
2026352035;"2016-05-02";7018;4.3;4.3;0.0;0.0;0.0;4.3;0.0;0;0;355;716;1690
2026352035;"2016-05-03";5992;3.7;3.7;0.0;0.0;0.0;3.7;0.0;0;0;304;981;1604
2026352035;"2016-05-04";6564;4.1;4.1;0.0;0.0;0.0;4.1;0.0;0;0;345;530;1658
2026352035;"2016-05-05";12167;7.5;7.5;0.0;0.0;0.0;7.5;0.0;0;0;475;479;1926
2026352035;"2016-05-06";8198;5.1;5.1;0.0;0.0;0.0;5.1;0.0;0;0;383;511;1736
2026352035;"2016-05-07";4193;2.6;2.6;0.0;0.0;0.0;2.6;0.0;0;0;229;665;1491
2026352035;"2016-05-08";5528;3.5;3.5;0.0;0.0;0.0;3.5;0.0;0;0;258;610;1555
2026352035;"2016-05-09";10685;6.6;6.6;0.0;0.0;0.0;6.6;0.0;0;0;401;543;1869
2026352035;"2016-05-10";254;0.2;0.2;0.0;0.0;0.0;0.2;0.0;0;0;17;1002;1141
2026352035;"2016-05-11";8580;5.3;5.3;0.0;0.0;0.0;5.3;0.0;0;0;330;569;1698
2026352035;"2016-05-12";8891;5.5;5.5;0.0;0.0;0.0;5.5;0.0;0;0;343;330;1364
2320127002;"2016-04-12";10725;7.5;7.5;0.0;1.2;0.3;6.0;0.0;13;9;306;1112;2124
2320127002;"2016-04-13";7275;4.9;4.9;0.0;0.0;0.0;4.9;0.0;0;0;335;1105;2003
2320127002;"2016-04-14";3973;2.7;2.7;0.0;0.0;0.0;2.7;0.0;0;0;191;1249;1696
2320127002;"2016-04-15";5205;3.5;3.5;0.0;0.0;0.0;3.5;0.0;0;0;245;1195;1801
2320127002;"2016-04-16";5057;3.4;3.4;0.0;0.0;0.0;3.4;0.0;0;0;195;1245;1724
2320127002;"2016-04-17";6198;4.2;4.2;0.0;0.0;0.0;4.2;0.0;0;0;249;1191;1852
2320127002;"2016-04-18";6559;4.4;4.4;0.0;0.0;0.3;4.1;0.0;0;7;260;1173;1905
2320127002;"2016-04-19";5997;4.0;4.0;0.0;0.0;0.4;3.7;0.0;0;11;228;1201;1811
2320127002;"2016-04-20";7192;4.8;4.8;0.0;0.0;0.5;4.3;0.0;0;11;283;1146;1922
2320127002;"2016-04-21";3404;2.3;2.3;0.0;0.1;0.4;1.8;0.0;1;10;127;1302;1610
2320127002;"2016-04-22";5583;3.8;3.8;0.0;0.0;0.0;3.8;0.0;0;0;266;1174;1851
2320127002;"2016-04-23";5079;3.4;3.4;0.0;0.0;0.0;3.4;0.0;0;0;242;1129;1804
2320127002;"2016-04-24";4165;2.8;2.8;0.0;0.0;0.0;2.8;0.0;0;0;204;1236;1725
2320127002;"2016-04-25";3588;2.4;2.4;0.0;0.2;0.2;2.0;0.0;3;5;152;1280;1654
2320127002;"2016-04-26";3409;2.3;2.3;0.0;0.0;0.0;2.3;0.0;0;0;147;1293;1632
2320127002;"2016-04-27";1715;1.2;1.2;0.0;0.0;0.0;1.2;0.0;0;0;82;1358;1481
2320127002;"2016-04-28";1532;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0;0;76;1364;1473
2320127002;"2016-04-29";924;0.6;0.6;0.0;0.0;0.0;0.6;0.0;0;0;45;1395;1410
2320127002;"2016-04-30";4571;3.1;3.1;0.0;0.0;0.0;3.1;0.0;0;0;234;1206;1779
2320127002;"2016-05-01";772;0.5;0.5;0.0;0.0;0.0;0.5;0.0;0;0;40;1400;1403
2320127002;"2016-05-02";3634;2.5;2.5;0.0;0.4;0.2;1.9;0.0;5;6;123;1306;1613
2320127002;"2016-05-03";7443;5.0;5.0;0.0;1.5;0.4;3.2;0.0;20;10;206;1204;1878
2320127002;"2016-05-04";1201;0.8;0.8;0.0;0.0;0.0;0.8;0.0;0;0;52;1388;1426
2320127002;"2016-05-05";5202;3.5;3.5;0.0;0.0;0.4;3.1;0.0;0;11;223;1206;1780
2320127002;"2016-05-06";4878;3.3;3.3;0.0;0.0;0.0;3.3;0.0;0;0;204;1236;1742
2320127002;"2016-05-07";7379;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0;0;319;1121;1972
2320127002;"2016-05-08";5161;3.5;3.5;0.0;0.0;0.0;3.5;0.0;0;0;247;1193;1821
2320127002;"2016-05-09";3090;2.1;2.1;0.0;0.0;0.0;2.1;0.0;0;0;145;1295;1630
2320127002;"2016-05-10";6227;4.2;4.2;0.0;0.0;0.0;4.2;0.0;0;0;290;1150;1899
2320127002;"2016-05-11";6424;4.3;4.3;0.0;0.0;0.0;4.3;0.0;0;0;300;1140;1903
